user_id,nr_sessions,date_last_booking_travelled,page_clicks_tot,page_clicks_avg,flights_taken,hotels_stayed,nr_booked_and_travelled,nr_booked_but_cancelled,nr_cancellation_session,nr_no_booking,flight_taken_discount_avg,hotel_stayed_discount_avg,flight_taken_price_avg,hotel_stayed_room_price_per_night_avg,hotel_stayed_nights_avg,nr_airlines_taken,distance_km_tot,distance_km_avg,duration_tot,duration_avg,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_in_2023,age_bin,user_spend_tot,user_spend_avg,R_score,F_score,M_score,RFM_score,RFM_label,RFM_label2
568325,8,2023-02-26 21:32:00,74,9.25,2,1,1,0,0,7,,,407.66,123.0,1.0,1,2399.8062752225596,2399.8062752225596,2.0,2.0,1957-02-02,F,True,False,usa,houston,HOU,29.645,-95.279,2023-02-02,66,"{'left': 60, 'right': 70}",530.6600000000001,530.6600000000001,1.0,1,1.0,3.0,lost,lost
568371,8,2023-02-06 14:40:00,91,11.375,2,1,1,0,0,7,,,71.26,63.0,4.0,1,358.0293283004296,358.0293283004296,4.0,4.0,1991-02-22,F,False,False,usa,akron,AKR,41.038,-81.467,2023-02-02,32,"{'left': 30, 'right': 40}",323.26,323.26,1.0,1,1.0,3.0,lost,lost
568385,8,2023-06-28 21:26:00,156,19.5,8,4,4,0,0,4,,,400.685,98.5,3.5,4,7781.5668418806235,1945.3917104701559,17.0,4.25,1977-10-10,F,True,False,usa,jacksonville,NZC,30.219,-81.876,2023-02-02,46,"{'left': 40, 'right': 50}",3062.7400000000002,765.6850000000001,4.0,4,3.0,11.0,loyal,champion
568416,8,2023-03-28 19:27:00,81,10.125,4,2,2,0,0,6,,,917.5600000000001,101.0,4.0,2,5318.493102950641,2659.2465514753203,8.0,4.0,1992-07-28,M,False,True,canada,saskatoon,YXE,52.171,-106.7,2023-02-02,31,"{'left': 30, 'right': 40}",3229.12,1614.56,2.0,2,3.0,7.0,lost high-value,dormant / one-timer
568463,9,2023-05-22 11:16:00,90,10.0,4,2,2,0,0,7,0.1,,180.55,168.5,5.5,2,2022.9300190156769,1011.4650095078384,11.0,5.5,1970-09-03,F,False,False,usa,tampa,MCF,27.849,-82.521,2023-02-02,53,"{'left': 50, 'right': 60}",2197.1000000000004,1098.5500000000002,3.0,2,2.0,7.0,one timer,lost
568486,8,2023-05-27 15:08:00,134,16.75,8,4,4,0,0,4,0.35,0.05,423.135,111.75,7.25,4,9842.113685385282,2460.5284213463206,30.0,7.5,1964-07-20,F,True,False,canada,calgary,YYC,51.114,-114.02,2023-02-02,59,"{'left': 50, 'right': 60}",4400.54,1100.135,3.0,4,4.0,11.0,need attention,need attention
568513,10,2023-06-22 05:17:00,109,10.9,0,2,2,0,0,8,,,,90.0,7.5,0,,,15.0,7.5,1998-08-12,F,False,True,usa,new york,LGA,40.777,-73.872,2023-02-02,25,"{'left': 20, 'right': 30}",1428.0,714.0,4.0,2,2.0,8.0,new customer,new / need attention
568536,8,,87,10.875,0,0,0,0,0,8,,,,,,0,,,,,1947-05-17,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-02-02,76,"{'left': 70, 'right': 80}",,,,1,,,inactive,inactive
568602,9,2023-03-28 21:24:00,164,18.22222222222222,2,1,1,1,1,6,,,451.96,61.0,5.0,1,2583.943711169684,2583.943711169684,6.0,6.0,1988-07-08,F,False,True,usa,baton rouge,BTR,30.533,-91.149,2023-02-02,35,"{'left': 30, 'right': 40}",756.96,756.96,2.0,1,1.0,4.0,lost,lost
568605,8,2023-02-13 18:23:00,128,16.0,0,1,1,1,1,5,0.1,,,138.0,5.0,0,,,5.0,5.0,2000-04-13,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-02,23,"{'left': 20, 'right': 30}",1380.0,1380.0,1.0,1,2.0,4.0,lost,lost
568641,8,2023-02-03 16:05:00,64,8.0,2,1,1,0,0,7,0.1,,24.2,110.0,5.0,1,125.87142055771018,125.87142055771018,6.0,6.0,1978-11-13,F,True,False,usa,sacramento,SAC,38.513,-121.493,2023-02-02,45,"{'left': 40, 'right': 50}",574.2,574.2,1.0,1,1.0,3.0,lost,lost
568696,9,2023-05-19 19:21:00,92,10.222222222222221,6,2,3,0,0,6,,,237.09333333333333,136.5,6.5,3,3770.4055487745172,1256.8018495915057,22.0,7.333333333333333,1975-05-03,F,True,True,usa,tulsa,TUL,36.198,-95.888,2023-02-02,48,"{'left': 40, 'right': 50}",2688.2799999999997,896.0933333333332,3.0,3,3.0,9.0,need attention,need attention
568713,8,2023-07-13 17:51:00,108,13.5,6,4,4,0,0,4,,0.05,387.1666666666667,385.75,2.75,3,6808.595463585463,2269.5318211951544,12.0,3.0,1975-06-22,M,False,False,usa,burlington,BTV,44.472,-73.153,2023-02-02,48,"{'left': 40, 'right': 50}",4681.5,1170.375,5.0,4,4.0,13.0,champion,champion
568716,9,2023-07-12 12:14:00,155,17.22222222222222,9,4,5,0,0,4,0.05,0.05,303.608,149.25,5.25,4,7585.204357915189,1517.0408715830376,29.0,5.8,1981-12-21,F,False,False,usa,kansas city,MCI,39.297,-94.714,2023-02-02,42,"{'left': 40, 'right': 50}",4174.04,834.808,5.0,5,4.0,14.0,champion,champion
568773,10,2023-06-28 16:01:00,397,39.7,8,4,4,1,1,4,,,313.2975,110.5,1.75,3,4724.62856518082,1181.157141295205,10.0,2.5,1978-12-08,F,True,True,usa,dallas,DAL,32.847,-96.852,2023-02-02,45,"{'left': 40, 'right': 50}",2003.1900000000003,500.79750000000007,4.0,4,2.0,10.0,loyal,loyal
568790,8,2023-05-17 07:41:00,109,13.625,6,3,3,0,0,5,,,318.41333333333336,192.0,3.6666666666666665,3,5258.647799063606,1752.8825996878686,13.0,4.333333333333333,1971-08-21,M,False,False,usa,new orleans,MSY,29.993,-90.258,2023-02-02,52,"{'left': 50, 'right': 60}",3070.24,1023.4133333333333,3.0,3,3.0,9.0,need attention,need attention
568917,8,,136,17.0,0,0,0,0,0,8,,,,,,0,,,,,2001-02-16,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-02,22,"{'left': 20, 'right': 30}",,,,1,,,inactive,inactive
568931,8,2023-03-29 10:42:00,427,53.375,8,3,4,1,1,2,,,324.03000000000003,149.33333333333334,2.6666666666666665,3,7283.379469787906,1820.8448674469764,14.0,3.5,1980-04-25,F,True,True,usa,detroit,DTW,42.212,-83.353,2023-02-02,43,"{'left': 40, 'right': 50}",2062.1200000000003,515.5300000000001,2.0,4,2.0,8.0,at risk,at risk
568970,8,2023-02-20 12:06:00,82,10.25,4,0,2,0,0,6,,0.1,200.37,,,2,2093.0560709701767,1046.5280354850884,12.0,6.0,1978-11-06,F,False,True,usa,las vegas,LAS,36.08,-115.152,2023-02-02,45,"{'left': 40, 'right': 50}",400.74,200.37,1.0,2,1.0,4.0,lost,lost
568984,8,2023-02-22 16:49:00,88,11.0,0,1,1,0,0,7,,,,123.0,8.0,0,,,8.0,8.0,1956-05-13,F,True,False,canada,montreal,YMX,45.68,-74.039,2023-02-02,67,"{'left': 60, 'right': 70}",1968.0,1968.0,1.0,1,2.0,4.0,lost,lost
569031,9,2023-05-11 10:34:00,110,12.222222222222221,3,2,2,0,0,7,0.05,,1310.3850000000002,218.0,9.0,2,18317.939703895194,9158.969851947597,18.0,9.0,1991-06-03,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-02-02,32,"{'left': 30, 'right': 40}",9120.769999999999,4560.384999999999,3.0,2,5.0,10.0,one timer,dormant / one-timer
569082,8,2023-07-15 18:34:00,73,9.125,6,2,3,0,0,5,,0.05,522.7066666666666,110.0,7.5,3,5264.4609031848095,1754.8203010616032,17.0,5.666666666666667,1976-02-11,F,True,False,canada,montreal,YUL,45.468,-73.741,2023-02-02,47,"{'left': 40, 'right': 50}",3730.12,1243.3733333333332,5.0,3,4.0,12.0,high potential,champion
569107,8,,96,12.0,0,0,0,0,0,8,,,,,,0,,,,,2004-07-06,F,False,False,usa,indianapolis,IND,39.717,-86.294,2023-02-02,19,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
569150,8,2023-06-24 17:04:00,137,17.125,10,4,5,0,0,3,,0.05,292.058,89.25,2.5,4,5728.207814487872,1145.6415628975744,18.0,3.6,1983-10-18,F,False,False,usa,washington,IAD,38.944,-77.456,2023-02-02,40,"{'left': 40, 'right': 50}",2423.29,484.658,4.0,5,3.0,12.0,loyal,champion
569170,8,2023-07-08 20:29:00,111,13.875,6,5,5,0,0,3,,,316.02,209.2,5.2,3,4995.7685663432285,1665.2561887810762,30.0,6.0,1982-08-19,F,False,False,usa,des moines,DSM,41.534,-93.663,2023-02-02,41,"{'left': 40, 'right': 50}",11132.060000000001,2226.4120000000003,5.0,5,5.0,15.0,champion,champion
569180,8,2023-07-04 21:41:00,124,15.5,4,2,3,0,0,5,,,674.825,411.0,4.5,1,6843.643688190871,3421.8218440954356,12.0,4.0,1979-07-14,F,False,True,usa,washington,IAD,38.944,-77.456,2023-02-02,44,"{'left': 40, 'right': 50}",4508.65,1502.8833333333332,5.0,3,4.0,12.0,high potential,champion
569203,8,2023-02-19 10:55:00,129,16.125,2,1,1,0,0,7,,,493.22,68.0,3.0,1,2549.856502527481,2549.856502527481,3.0,3.0,1983-11-19,M,False,False,usa,jacksonville,NIP,30.236,-81.681,2023-02-02,40,"{'left': 40, 'right': 50}",697.22,697.22,1.0,1,1.0,3.0,lost,lost
569236,8,2023-06-06 21:55:00,188,23.5,6,4,4,0,0,4,,,346.33666666666664,118.5,7.75,3,3971.1832780643326,1323.7277593547776,33.0,8.25,1967-12-19,F,True,False,usa,philadelphia,PNE,40.082,-75.011,2023-02-02,56,"{'left': 50, 'right': 60}",4579.009999999999,1144.7524999999998,4.0,4,4.0,12.0,champion,champion
569239,8,2023-05-19 20:06:00,276,34.5,6,3,3,0,0,5,0.35,0.15,835.75,210.66666666666666,3.0,2,5475.882414676553,1825.2941382255176,12.0,4.0,1979-12-26,F,False,False,usa,phoenix,LUF,33.535,-112.383,2023-02-02,44,"{'left': 40, 'right': 50}",6453.25,2151.0833333333335,3.0,3,5.0,11.0,need attention,need attention
569243,8,2023-05-22 11:30:00,175,21.875,4,2,2,0,0,6,0.1,,529.91,79.5,8.0,2,5621.444786214286,2810.722393107143,17.0,8.5,1986-05-02,F,False,True,usa,louisville,LOU,38.228,-85.664,2023-02-02,37,"{'left': 30, 'right': 40}",2592.8199999999997,1296.4099999999999,3.0,2,3.0,8.0,one timer,dormant / one-timer
569300,10,2023-04-12 21:48:00,317,31.7,6,4,4,0,0,6,,0.125,429.06666666666666,190.0,2.5,3,6049.864642890681,2016.621547630227,12.0,3.0,1957-02-25,F,False,False,usa,washington,DCA,38.852,-77.037,2023-02-02,66,"{'left': 60, 'right': 70}",3989.2,997.3,2.0,4,4.0,10.0,at risk,need attention
569335,8,2023-06-18 12:01:00,75,9.375,0,1,1,0,0,7,,,,230.0,3.0,0,,,3.0,3.0,1988-05-14,F,True,True,usa,chicago,UGN,42.422,-87.868,2023-02-02,35,"{'left': 30, 'right': 40}",1380.0,1380.0,4.0,1,2.0,7.0,new customer,new / need attention
569342,8,2023-03-12 21:52:00,162,20.25,6,1,3,0,0,5,,0.1,513.2066666666666,156.0,2.0,3,8930.11330316648,2976.7044343888265,8.0,2.6666666666666665,1987-08-03,F,True,True,canada,ottawa,YOW,45.323,-75.669,2023-02-02,36,"{'left': 30, 'right': 40}",1851.62,617.2066666666666,1.0,3,2.0,6.0,dormant,at risk
569364,8,2023-05-01 17:26:00,119,14.875,4,3,3,0,0,5,,0.2,246.74,113.0,3.0,2,1628.611373327623,814.3056866638115,11.0,3.6666666666666665,1984-05-27,F,True,True,usa,fort worth,FTW,32.82,-97.362,2023-02-02,39,"{'left': 30, 'right': 40}",2405.48,801.8266666666667,3.0,3,3.0,9.0,need attention,need attention
569458,8,2023-02-19 20:01:00,215,26.875,2,1,1,0,0,7,,,98.49,131.0,8.0,1,588.5917604347226,588.5917604347226,9.0,9.0,1991-12-15,F,False,False,canada,toronto,YYZ,43.677,-79.631,2023-02-03,32,"{'left': 30, 'right': 40}",1146.49,1146.49,1.0,1,1.0,3.0,lost,lost
569466,8,2023-03-04 02:13:00,116,14.5,6,3,3,0,0,5,,,223.6533333333333,110.66666666666667,3.0,3,3574.42674629237,1191.4755820974567,10.0,3.3333333333333335,1982-10-04,F,True,True,usa,portland,PWM,43.646,-70.309,2023-02-03,41,"{'left': 40, 'right': 50}",1666.96,555.6533333333333,1.0,3,2.0,6.0,dormant,at risk
569472,8,2023-04-21 10:41:00,105,13.125,4,2,2,0,0,6,,0.1,274.725,270.5,1.5,2,3021.0793836863522,1510.5396918431761,3.0,1.5,1981-03-09,F,True,False,usa,oklahoma city,TIK,35.415,-97.386,2023-02-03,42,"{'left': 40, 'right': 50}",1378.45,689.225,2.0,2,2.0,6.0,lost,lost
569530,8,2023-07-12 12:56:00,96,12.0,6,3,3,0,0,5,,,461.15333333333325,353.3333333333333,4.333333333333333,3,7981.331787907121,2660.443929302374,15.0,5.0,1977-12-23,F,True,False,usa,charlotte,CLT,35.214,-80.943,2023-02-03,46,"{'left': 40, 'right': 50}",7736.459999999999,2578.8199999999997,5.0,3,5.0,13.0,high potential,champion
569534,9,2023-07-19 19:01:00,114,12.666666666666666,10,2,5,0,0,4,0.1,0.05,461.14799999999997,182.0,1.5,5,9754.772126043823,1950.9544252087646,12.0,2.4,1975-03-24,F,True,False,canada,ottawa,YOW,45.323,-75.669,2023-02-03,48,"{'left': 40, 'right': 50}",2839.7400000000002,567.9480000000001,5.0,5,3.0,13.0,loyal,champion
569572,8,2023-05-24 07:26:00,155,19.375,6,4,4,0,0,4,0.2,0.15,284.9866666666666,154.0,4.75,2,4634.7521630051715,1544.9173876683906,22.0,5.5,1982-03-12,F,True,True,usa,new york,LGA,40.777,-73.872,2023-02-03,41,"{'left': 40, 'right': 50}",3864.96,966.24,3.0,4,4.0,11.0,need attention,need attention
569643,8,,85,10.625,0,0,0,0,0,8,,,,,,0,,,,,1954-12-22,F,True,False,usa,philadelphia,PHL,39.872,-75.241,2023-02-03,69,"{'left': 60, 'right': 70}",,,,1,,,inactive,inactive
569733,7,2023-07-18 05:18:00,188,26.857142857142858,6,3,3,0,0,4,,,204.82000000000002,150.66666666666666,2.6666666666666665,3,3675.9936082252516,1225.3312027417505,10.0,3.3333333333333335,1975-05-05,F,False,False,usa,dallas,DAL,32.847,-96.852,2023-02-03,48,"{'left': 40, 'right': 50}",1702.46,567.4866666666667,5.0,3,2.0,10.0,loyal,loyal
569754,8,2023-06-16 06:20:00,134,16.75,10,3,5,0,0,3,0.05,,108.5,176.66666666666666,2.6666666666666665,4,2962.766055175589,592.5532110351178,18.0,3.6,1985-07-21,F,True,False,usa,akron,AKR,41.038,-81.467,2023-02-03,38,"{'left': 30, 'right': 40}",2075.5,415.1,4.0,5,2.0,11.0,loyal,loyal
569779,8,2023-04-16 17:41:00,124,15.5,4,2,2,0,0,6,,,313.625,374.5,8.5,2,3634.2765726940493,1817.1382863470246,19.0,9.5,1979-11-09,F,True,False,usa,columbus,CMH,39.998,-82.892,2023-02-03,44,"{'left': 40, 'right': 50}",6176.25,3088.125,2.0,2,5.0,9.0,lost high-value,dormant / one-timer
569788,8,2023-05-01 01:28:00,163,20.375,2,2,2,0,0,6,,,283.82,125.0,3.5,1,1619.7742033062152,1619.7742033062152,8.0,4.0,1986-04-02,M,False,False,usa,atlanta,ATL,33.64,-84.427,2023-02-03,37,"{'left': 30, 'right': 40}",2047.82,1023.91,3.0,2,2.0,7.0,one timer,lost
569792,8,2023-06-17 14:30:00,131,16.375,7,4,4,0,0,4,,,200.8075,153.0,3.75,3,4396.004121144156,1099.001030286039,17.0,4.25,1988-01-19,F,False,False,usa,tulsa,TUL,36.198,-95.888,2023-02-03,35,"{'left': 30, 'right': 40}",4608.2300000000005,1152.0575000000001,4.0,4,4.0,12.0,champion,champion
569817,8,2023-04-16 20:03:00,129,16.125,4,3,3,0,0,5,,0.1,69.715,89.0,7.0,1,739.0211120100386,369.5105560050193,21.0,7.0,1987-12-08,M,True,False,usa,houston,IAH,29.98,-95.34,2023-02-03,36,"{'left': 30, 'right': 40}",2523.4300000000003,841.1433333333334,2.0,3,3.0,8.0,dormant,need attention
569829,8,2023-06-26 20:31:00,183,22.875,10,5,5,0,0,3,0.15000000000000002,0.15,328.306,289.8,2.2,4,9238.03677662811,1847.6073553256222,15.0,3.0,1984-10-05,F,True,False,usa,chicago,ORD,41.979,-87.904,2023-02-03,39,"{'left': 30, 'right': 40}",4766.53,953.3059999999999,4.0,5,4.0,13.0,champion,champion
569832,9,2023-04-12 14:45:00,94,10.444444444444445,2,1,1,0,0,8,,,595.15,107.0,8.0,1,3833.341574100023,3833.341574100023,10.0,10.0,1990-09-04,F,True,False,usa,tacoma,TCM,47.138,-122.476,2023-02-03,33,"{'left': 30, 'right': 40}",1451.15,1451.15,2.0,1,2.0,5.0,lost,lost
569863,8,2023-07-02 16:42:00,165,20.625,11,5,6,0,0,2,0.2,,467.0133333333333,185.2,2.4,4,17847.88254401124,2974.6470906685404,16.0,2.6666666666666665,1984-07-27,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-03,39,"{'left': 30, 'right': 40}",5196.08,866.0133333333333,5.0,5,5.0,15.0,champion,champion
569883,9,2023-05-19 13:30:00,183,20.333333333333332,6,4,4,0,0,5,,0.15,288.2366666666667,247.75,3.5,2,3830.5283859866327,1276.8427953288776,16.0,4.0,1973-01-05,F,True,False,usa,nashville,BNA,36.124,-86.678,2023-02-03,50,"{'left': 50, 'right': 60}",4643.71,1160.9275,3.0,4,4.0,11.0,need attention,need attention
569920,8,2023-03-22 17:55:00,129,16.125,1,2,2,0,0,6,0.45,,391.78,112.5,4.5,1,4114.223029275961,4114.223029275961,9.0,4.5,1990-01-10,F,True,False,usa,new york,LGA,40.777,-73.872,2023-02-03,33,"{'left': 30, 'right': 40}",2836.7799999999997,1418.3899999999999,2.0,2,3.0,7.0,lost high-value,dormant / one-timer
569923,8,2023-03-19 13:17:00,168,21.0,2,0,1,0,0,7,,,646.32,,,1,3654.802387925619,3654.802387925619,2.0,2.0,2000-05-11,M,False,False,usa,san diego,SAN,32.733,-117.189,2023-02-03,23,"{'left': 20, 'right': 30}",646.32,646.32,2.0,1,1.0,4.0,lost,lost
570021,8,2023-07-12 03:02:00,144,18.0,6,3,3,0,0,5,,,581.8566666666666,128.0,2.6666666666666665,2,7054.6456898388005,2351.5485632796003,11.0,3.6666666666666665,1986-07-11,F,False,True,usa,tucson,DMA,32.166,-110.883,2023-02-03,37,"{'left': 30, 'right': 40}",3084.5699999999997,1028.1899999999998,5.0,3,3.0,11.0,loyal,champion
570076,8,2023-04-22 16:20:00,242,30.25,2,1,1,1,1,5,,,157.02,220.0,8.0,1,1039.90567974935,1039.90567974935,8.0,8.0,1994-03-08,F,False,False,usa,miami,TNT,25.862,-80.897,2023-02-03,29,"{'left': 20, 'right': 30}",1917.02,1917.02,2.0,1,2.0,5.0,lost,lost
570144,8,2023-06-27 14:38:00,157,19.625,8,3,4,0,0,4,,,259.65999999999997,70.66666666666667,2.0,4,5621.832199655024,1405.458049913756,18.0,4.5,1981-06-01,F,True,True,usa,indianapolis,IND,39.717,-86.294,2023-02-03,42,"{'left': 40, 'right': 50}",1451.64,362.91,4.0,4,2.0,10.0,loyal,loyal
570162,8,2023-04-07 14:09:00,165,20.625,6,4,4,0,0,4,0.18333333333333335,0.15,285.21000000000004,137.25,6.5,2,3815.5271182205506,1271.8423727401835,28.0,7.0,1987-06-07,F,False,True,usa,nashville,BNA,36.124,-86.678,2023-02-03,36,"{'left': 30, 'right': 40}",3298.63,824.6575,2.0,4,3.0,9.0,at risk,need attention
570215,8,2023-04-03 11:08:00,105,13.125,6,2,3,0,0,5,0.15,,1329.6899999999998,223.5,3.0,3,24021.854504445655,8007.284834815218,8.0,2.6666666666666665,1977-11-24,F,False,False,usa,honolulu,HNL,21.316,-157.927,2023-02-03,46,"{'left': 40, 'right': 50}",5085.07,1695.0233333333333,2.0,3,5.0,10.0,dormant,need attention
570219,8,2023-06-23 17:55:00,157,19.625,8,3,4,0,0,4,,,336.7225,64.33333333333333,3.3333333333333335,4,7909.8372704704125,1977.4593176176031,16.0,4.0,1985-10-04,F,False,False,usa,houston,HOU,29.645,-95.279,2023-02-03,38,"{'left': 30, 'right': 40}",2012.89,503.2225,4.0,4,2.0,10.0,loyal,loyal
570224,8,2023-04-30 18:57:00,239,29.875,4,2,2,0,0,6,,,296.34000000000003,180.0,3.5,2,3289.140439443054,1644.570219721527,10.0,5.0,1986-07-11,F,False,False,usa,st. petersburg,SPG,27.765,-82.627,2023-02-03,37,"{'left': 30, 'right': 40}",1808.68,904.34,3.0,2,2.0,7.0,one timer,lost
570226,8,2023-07-05 15:42:00,132,16.5,8,4,4,0,0,4,,,263.4175,144.25,4.75,4,5871.875951213762,1467.9689878034405,20.0,5.0,1992-09-06,F,False,False,canada,london,YXU,43.036,-81.154,2023-02-03,31,"{'left': 30, 'right': 40}",3852.67,963.1675,5.0,4,4.0,13.0,champion,champion
570242,8,,63,7.875,0,0,0,0,0,8,,,,,,0,,,,,2004-11-17,F,False,False,usa,memphis,MEM,35.042,-89.977,2023-02-03,19,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
570279,8,2023-05-19 19:32:00,78,9.75,2,1,1,0,0,7,,,91.29,78.0,6.0,1,539.9711768255759,539.9711768255759,7.0,7.0,1998-08-21,F,False,False,usa,newark,EWR,40.692,-74.169,2023-02-03,25,"{'left': 20, 'right': 30}",559.29,559.29,3.0,1,1.0,5.0,one timer,lost
570291,9,2023-07-14 20:14:00,119,13.222222222222221,4,2,2,0,0,7,,0.1,233.9,373.5,4.0,1,2723.1291599654433,1361.5645799827216,10.0,5.0,1969-06-18,F,True,True,usa,jacksonville,LRF,34.918,-92.146,2023-02-03,54,"{'left': 50, 'right': 60}",2333.8,1166.9,5.0,2,3.0,10.0,new customer,high potential
570329,8,,63,7.875,0,0,0,0,0,8,,,,,,0,,,,,1998-04-06,M,False,True,usa,jacksonville,LRF,34.918,-92.146,2023-02-03,25,"{'left': 20, 'right': 30}",,,,1,,,inactive,inactive
570330,9,2023-05-30 12:18:00,125,13.88888888888889,4,1,3,0,0,6,,,331.975,149.0,16.0,2,3763.406272830289,1881.7031364151444,19.0,6.333333333333333,1969-01-13,F,True,False,usa,new york,LGA,40.777,-73.872,2023-02-03,54,"{'left': 50, 'right': 60}",3047.95,1015.9833333333332,3.0,3,3.0,9.0,need attention,need attention
570346,8,2023-07-17 22:03:00,104,13.0,8,5,5,0,0,3,0.1,,672.4275,171.2,4.2,3,8578.522041639102,2144.6305104097755,24.0,4.8,1987-03-17,F,False,False,usa,mobile,BFM,30.626,-88.068,2023-02-03,36,"{'left': 30, 'right': 40}",14860.71,2972.142,5.0,5,5.0,15.0,champion,champion
570369,8,2023-06-17 19:56:00,141,17.625,5,3,4,0,0,4,,0.15,259.06666666666666,339.3333333333333,2.6666666666666665,3,4947.936667995122,1649.3122226650405,11.0,2.75,1987-05-08,F,True,False,usa,nashville,BNA,36.124,-86.678,2023-02-03,36,"{'left': 30, 'right': 40}",4023.2,1005.8,4.0,4,4.0,12.0,champion,champion
570418,9,2023-06-25 14:22:00,235,26.11111111111111,8,3,4,0,0,5,,,491.105,175.33333333333334,4.0,3,11022.152351574394,2755.5380878935985,28.0,7.0,1984-08-01,F,False,False,canada,toronto,YKZ,43.862,-79.37,2023-02-03,39,"{'left': 30, 'right': 40}",4034.4199999999996,1008.6049999999999,4.0,4,4.0,12.0,champion,champion
570436,8,2023-07-02 16:27:00,224,28.0,4,2,2,0,0,6,,,120.285,141.0,1.0,2,1266.4202253967173,633.2101126983587,3.0,1.5,1979-09-18,F,True,False,usa,san diego,SAN,32.733,-117.189,2023-02-03,44,"{'left': 40, 'right': 50}",522.57,261.285,5.0,2,1.0,8.0,new customer,new / need attention
570439,8,2023-07-15 21:33:00,106,13.25,6,3,3,0,0,5,,0.1,290.32666666666665,187.66666666666666,3.0,2,5011.413190584366,1670.471063528122,14.0,4.666666666666667,1985-10-02,F,False,False,usa,san antonio,RND,29.529,-98.279,2023-02-03,38,"{'left': 30, 'right': 40}",2398.98,799.66,5.0,3,3.0,11.0,loyal,champion
570600,10,2023-06-05 20:14:00,123,12.3,2,1,1,0,0,9,,,5009.3,283.0,11.0,1,15685.456954007683,15685.456954007683,12.0,12.0,1957-05-21,F,True,False,usa,richmond,RIC,37.505,-77.319,2023-02-03,66,"{'left': 60, 'right': 70}",8122.3,8122.3,4.0,1,5.0,10.0,high potential,high potential
570601,8,2023-06-07 17:12:00,91,11.375,4,1,2,0,0,6,0.05,,205.475,197.0,8.0,2,2292.0087739517944,1146.0043869758972,12.0,6.0,1986-05-22,M,True,True,usa,baltimore,BWI,39.175,-76.668,2023-02-03,37,"{'left': 30, 'right': 40}",1986.95,993.475,4.0,2,2.0,8.0,new customer,new / need attention
570625,8,2023-03-09 21:26:00,124,15.5,2,1,1,0,0,7,,,1114.5,74.0,2.0,1,2153.784440426199,2153.784440426199,2.0,2.0,2001-07-01,F,False,True,usa,new york,LGA,40.777,-73.872,2023-02-03,22,"{'left': 20, 'right': 30}",1558.5,1558.5,1.0,1,2.0,4.0,lost,lost
570626,7,2023-06-09 21:19:00,139,19.857142857142858,6,3,3,0,0,4,,,477.68,174.0,2.6666666666666665,3,8351.975395166199,2783.991798388733,9.0,3.0,1975-03-12,F,True,False,usa,new york,LGA,40.777,-73.872,2023-02-03,48,"{'left': 40, 'right': 50}",2407.04,802.3466666666667,4.0,3,3.0,10.0,loyal,champion
570631,8,2023-02-13 18:03:00,159,19.875,2,1,1,0,0,7,0.3,,602.09,190.0,1.0,1,3378.860995888086,3378.860995888086,1.0,1.0,1977-03-26,F,True,True,usa,portland,PDX,45.589,-122.597,2023-02-03,46,"{'left': 40, 'right': 50}",792.09,792.09,1.0,1,1.0,3.0,lost,lost
570639,9,2023-04-12 22:34:00,195,21.666666666666668,6,2,3,0,0,6,,0.15,619.1666666666666,311.0,3.0,3,10148.823912474796,3382.941304158265,9.0,3.0,1991-09-20,F,False,False,usa,new york,JFK,40.64,-73.779,2023-02-03,32,"{'left': 30, 'right': 40}",3503.5,1167.8333333333333,2.0,3,4.0,9.0,dormant,need attention
570654,8,2023-02-03 19:14:00,82,10.25,2,1,1,0,0,7,,,504.45,169.0,2.0,1,2795.6065442301697,2795.6065442301697,3.0,3.0,1990-08-25,F,False,False,usa,el paso,BIF,31.849,-106.38,2023-02-03,33,"{'left': 30, 'right': 40}",842.45,842.45,1.0,1,1.0,3.0,lost,lost
570666,8,2023-04-17 12:08:00,101,12.625,4,3,3,0,0,5,,0.05,389.275,175.0,4.333333333333333,2,4309.686557311554,2154.843278655777,15.0,5.0,1989-05-11,F,True,False,canada,winnipeg,YAV,50.056,-97.032,2023-02-03,34,"{'left': 30, 'right': 40}",3123.55,1041.1833333333334,2.0,3,3.0,8.0,dormant,need attention
570683,8,2023-07-16 13:57:00,137,17.125,8,4,4,0,0,4,,0.125,722.1375,328.25,3.5,3,12000.090492385254,3000.0226230963135,15.0,3.75,1975-12-28,F,False,False,usa,new york,LGA,40.777,-73.872,2023-02-03,48,"{'left': 40, 'right': 50}",7326.55,1831.6375,5.0,4,5.0,14.0,champion,champion
570692,8,2023-07-08 12:08:00,78,9.75,3,2,2,0,0,6,,,345.855,82.5,3.5,2,5003.345844252375,2501.6729221261876,8.0,4.0,1989-05-20,F,False,False,usa,washington,IAD,38.944,-77.456,2023-02-03,34,"{'left': 30, 'right': 40}",1222.71,611.355,5.0,2,1.0,8.0,new customer,new / need attention
